2	1	1	2	3	11	14	18	22	27	35	45	54	67	99	120	135
3	0	2	2	2	10	13	13	14	15	18	21	27	31	51	78	116
4	1	1	1	2	5	7	7	8	9	10	12	14	17	34	55	84
5	5	6	9	11	16	17	18	19	20	22	24	26	33	67	94	130
6	3	5	6	7	11	12	13	14	15	17	19	22	28	47	67	103
7	6	5	7	14	46	52	52	54	57	62	70	76	82	105	117	110
8	3	4	6	8	14	16	19	23	26	29	35	37	47	89	105	125
9	3	5	8	9	20	22	24	25	35	26	30	31	35	52	57	84
10	1	2	2	2	7	9	8	9	9	12	14	18	21	38	64	88
11	5	5	6	6	14	15	17	18	20	21	25	31	42	66	80	108
12	2	2	4	5	19	21	23	26	30	33	37	45	57	84	94	103
13	5	11	18	22	29	31	34	35	39	43	52	58	65	80	91	110
14	2	2	4	4	24	26	28	28	29	32	34	40	43	61	80	110
15	4	5	11	13	35	41	51	64	81	95	105	110	120	110	117	118
16	2	3	3	3	10	5	6	7	8	8	10	10	13	25	34	49
17	2	3	5	5	11	13	17	21	25	32	44	55	69	97	126	125
18	2	3	4	5	10	12	14	16	16	19	23	28	36	60	80	106
19	4	5	6	9	26	30	34	40	46	56	66	72	80	98	115	120
21	1	1	2	1	5	5	7	7	9	10	12	16	20	37	53	91
22	3	5	6	6	6	7	8	8	10	11	13	16	23	44	68	108
23	2	2	4	4	7	8	8	9	10	11	14	13	15	25	37	48
24	1	1	4	7	13	15	18	21	22	26	34	40	52	76	92	105
25	5	8	12	13	21	22	24	26	28	29	31	36	45	62	60	58
26	1	2	2	3	12	16	17	18	19	22	27	33	42	58	61	84
28	10	13	18	22	31	33	34	38	43	49	57	67	70	72	62	73
29	7	8	9	10	16	17	19	20	22	24	27	30	38	59	98	95
30	4	4	4	5	6	7	7	8	9	9	11	11	12	16	26	42
31	2	2	3	4	8	9	11	13	14	15	18	19	25	51	79	105
32	1	3	4	5	13	16	17	18	20	22	26	32	40	65	80	105
33	3	4	8	12	34	36	39	44	51	57	65	68	67	81	79	150
34	3	7	12	16	44	47	47	47	49	49	51	54	58	62	60	65
35	1	3	5	5	11	12	15	17	18	20	22	25	29	58	80	111
36	1	1	2	3	12	13	13	14	16	17	21	25	33	55	93	120
37	2	2	3	2	5	6	6	6	6	7	9	12	15	25	47	30
38	1	1	2	2	6	7	8	8	10	12	15	15	21	34	50	80
39	1	1	2	2	6	7	7	9	10	13	15	16	19	45	80	118
40	6	7	9	11	22	25	28	32	36	41	50	58	72	102	120	124
41	3	3	6	7	20	21	24	26	28	31	38	42	51	78	86	90
42	1	1	0	1	9	12	12	13	14	16	19	24	31	54	76	107
44	1	2	2	3	6	7	8	10	13	15	20	23	37	57	83	110
45	0	1	1	1	8	11	12	13	19	16	20	24	27	38	57	85
46	1	2	2	0	9	10	11	11	12	16	20	22	25	48	61	80
47	5	5	6	6	20	23	26	28	30	33	40	44	57	70	65	70
49	5	5	6	6	12	14	16	19	23	27	36	42	57	85	109	125
50	2	2	3	4	6	7	7	8	9	10	13	13	17	29	43	66
51	1	1	2	3	7	7	9	9	8	10	14	15	19	46	57	73
52	5	6	9	10	19	21	23	23	25	30	36	41	51	59	67	86
53	5	5	6	7	13	15	17	19	22	25	29	34	44	76	100	108
54	5	6	8	10	23	27	32	37	42	49	56	62	67	100	135	118
55	4	4	5	6	13	15	17	19	22	23	25	30	40	76	117	135
56	5	8	12	14	17	17	17	20	22	25	27	30	34	54	68	125
57	3	4	8	9	16	18	21	22	24	26	30	36	48	82	112	125
58	4	6	8	9	15	17	20	24	28	32	40	47	50	71	94	130
59	3	5	7	8	11	12	12	12	12	14	18	26	32	68	108	145
60	3	4	6	7	16	17	20	23	28	33	41	57	67	86	110	125
62	2	2	3	4	7	7	9	9	10	11	13	14	16	27	44	74
63	2	3	4	5	8	9	10	11	11	14	17	20	28	40	57	105
64	0	2	4	7	32	39	48	53	55	55	57	60	63	71	71	74
65	0	2	3	4	9	9	11	11	12	14	15	17	22	36	50	72
66	1	1	1	1	4	4	5	6	6	7	8	9	11	13	15	24
67	4	4	5	5	8	8	10	13	15	16	18	18	23	36	49	69
68	0	0	2	5	8	9	10	12	14	17	20	24	32	51	60	100
69	2	3	4	6	14	15	16	18	20	23	29	33	45	75	99	94
70	4	5	6	6	8	8	9	9	10	10	11	12	13	21	32	55
71	1	3	3	3	7	8	8	9	9	10	12	13	16	26	44	77
72	5	8	13	15	18	19	21	22	24	24	27	27	38	52	79	110
73	3	4	6	7	13	15	17	19	21	22	25	28	25	48	62	62
74	4	5	8	11	19	20	23	25	26	27	30	33	40	59	75	91
75	3	2	3	5	7	8	9	10	11	11	14	15	19	29	42	63
76	5	6	7	7	19	22	26	30	35	39	46	54	61	91	116	125
77	1	2	2	3	7	9	10	12	13	14	18	20	28	54	75	120
78	9	13	17	20	25	28	32	37	40	43	48	54	63	83	103	118
79	0	3	3	4	13	18	19	20	20	21	23	26	30	48	66	74
80	3	3	3	4	7	9	10	11	13	15	19	22	29	69	113	120
82	1	1	2	3	5	5	6	6	7	8	10	11	14	25	32	58
83	0	2	6	4	21	22	24	25	26	27	29	32	37	56	62	65
84	0	1	2	2	3	4	3	3	4	3	3	3	3	5	8	13
85	2	2	2	2	7	5	6	6	7	7	7	10	12	23	38	55
86	3	3	4	5	10	11	12	12	13	16	19	21	28	49	70	97
87	2	3	3	4	8	8	9	10	11	13	17	19	23	40	52	70
88	1	4	7	9	22	25	29	30	30	31	34	44	50	67	75	83
89	4	5	7	8	12	14	14	16	18	20	25	28	34	60	90	112
90	2	3	4	4	8	9	10	12	12	13	15	18	32	36	47	74
92	9	12	17	20	42	50	63	77	87	98	107	120	135	110	131	133
93	6	10	14	17	33	34	35	36	36	36	37	38	41	58	71	78
95	2	3	4	5	12	12	14	15	16	18	20	22	24	31	38	43
96	5	5	6	6	8	8	8	10	10	11	13	13	15	22	24	35
97	3	4	5	5	14	15	17	20	23	26	32	34	45	64	73	85
98	1	3	3	3	10	10	11	11	12	13	16	19	22	42	66	93
99	3	4	5	5	6	6	7	8	8	9	9	11	13	38	61	115
100	0	1	5	6	10	10	9	9	10	11	11	13	13	17	23	31
101	5	7	12	15	47	56	81	83	90	102	106	112	114	120	115	121
102	1	1	1	2	14	17	20	21	23	25	28	33	44	85	123	157
103	4	4	6	6	13	14	15	16	18	20	22	22	25	33	45	69
104	1	2	4	5	14	14	21	16	17	18	19	21	23	31	39	51
105	0	0	3	5	11	12	12	13	14	14	15	17	18	24	31	47
106	2	3	3	4	7	8	10	11	11	12	15	15	19	31	48	120
107	1	1	1	1	3	3	3	3	4	4	5	5	7	10	12	18
108	1	5	6	6	10	12	12	13	14	14	16	18	20	28	36	49
109	4	5	5	6	9	10	12	12	15	16	19	21	26	57	95	122
110	2	4	6	5	10	12	12	12	12	14	16	17	19	33	45	69
112	3	3	4	5	8	8	8	10	12	13	16	15	19	26	32	45
113	1	2	3	4	10	11	12	14	17	20	22	27	35	75	107	139
114	0	1	5	8	11	11	12	12	7	12	14	14	15	20	22	32
115	0	2	2	3	11	14	16	17	20	22	24	30	38	86	113	127
116	3	5	8	11	17	19	20	22	24	26	30	33	42	68	85	95
117	3	6	8	10	23	26	29	32	36	39	47	56	68	81	84	97
118	1	3	3	3	5	6	7	8	9	10	11	14	17	32	46	63
119	1	1	1	1	2	8	8	9	9	10	11	13	15	21	36	49
120	3	5	6	6	12	14	17	19	22	25	30	36	49	82	110	130
121	2	3	4	5	14	14	14	15	16	18	21	25	29	45	59	69
122	1	3	5	6	8	11	11	11	11	12	13	15	21	34	43	76
123	1	2	5	6	9	8	8	9	10	11	11	12	14	20	26	50
124	1	3	5	8	21	20	20	20	20	22	23	25	26	33	43	76
125	3	6	12	15	34	35	37	38	40	43	47	49	54	67	81	99
126	1	0	7	12	54	56	61	69	76	83	92	100	102	108	100	113
127	0	1	4	9	19	19	20	20	20	21	22	23	25	38	53	77
128	2	4	5	4	8	8	9	9	10	10	11	12	15	29	41	49
129	4	5	5	6	9	10	10	10	11	13	15	16	21	36	58	79
130	0	1	2	2	3	4	3	3	4	3	3	3	3	5	8	13
131	1	3	8	13	36	39	40	42	47	52	53	56	61	67	66	68
132	1	2	3	4	7	8	8	9	10	11	7	13	15	24	39	61
133	2	3	4	4	6	6	6	7	8	8	10	9	13	20	43	86
134	0	3	4	4	7	10	10	10	10	12	13	15	17	28	41	66
135	1	1	1	1	6	6	6	6	5	7	7	7	7	17	23	46
137	5	5	9	12	15	17	29	33	36	41	49	53	60	75	83	95
139	3	3	3	4	7	8	10	11	11	11	13	14	17	29	44	83
140	0	0	0	2	5	5	6	7	7	8	8	9	10	18	36	62
142	1	2	2	2	7	9	10	9	10	11	13	15	16	31	47	71
143	3	3	4	5	8	9	10	12	13	15	17	19	24	45	63	92
144	0	0	0	0	5	7	9	10	10	10	11	13	15	17	20	24
145	3	2	3	4	7	7	7	7	7	8	9	10	13	33	13	88
146	4	4	4	5	7	7	8	8	8	9	10	11	13	22	43	82
147	13	15	17	19	35	36	40	44	47	53	65	72	75	74	71	41
148	3	5	7	8	13	14	16	16	17	18	20	24	32	47	55	53
149	3	4	5	6	8	9	11	14	15	17	19	21	28	50	63	86
150	1	1	1	1	6	6	7	7	8	9	11	11	15	20	32	51
151	5	7	10	12	18	17	18	19	20	21	20	23	26	41	52	75
152	3	5	8	9	20	22	24	25	35	26	30	31	35	52	57	84
153	1	3	8	11	23	25	25	25	25	28	32	37	43	60	68	92
154	3	3	3	5	7	7	7	8	9	10	11	11	15	35	54	78
155	1	0	1	1	10	15	21	28	32	36	43	56	63	86	94	95
156	1	2	1	1	18	20	21	23	23	25	28	30	33	42	51	60
157	2	5	11	17	25	29	28	30	30	33	34	36	39	55	93	91
158	2	2	3	3	7	7	10	11	12	13	15	17	22	40	59	107
159	7	9	13	14	26	27	30	33	37	41	52	59	76	95	95	93
160	2	3	6	9	22	25	27	30	34	38	44	49	60	80	81	82
161	1	2	2	3	7	7	7	9	10	11	13	15	18	28	51	80
162	0	0	1	1	8	11	13	13	13	16	20	25	29	42	58	105
163	4	4	5	6	9	10	11	12	13	15	16	17	18	40	65	108
164	2	4	7	9	26	29	35	43	51	58	66	76	86	102	121	138
165	0	1	3	7	16	18	18	18	19	21	22	25	27	41	55	77
167	2	3	5	4	11	13	15	27	18	22	25	29	32	48	92	100
168	2	2	4	7	18	21	21	25	27	31	36	44	51	82	110	133
169	6	7	10	11	22	23	25	29	33	36	41	45	52	69	98	108
170	2	3	3	5	11	12	12	13	15	15	16	17	22	43	62	94
171	3	4	6	7	14	16	18	21	23	26	31	35	44	75	91	110
172	4	6	8	9	13	14	15	17	19	21	24	27	32	51	63	84
173	0	0	1	0	9	17	25	31	36	41	48	53	57	67	65	66
174	2	3	4	6	13	15	20	22	24	25	27	34	46	71	83	97
175	4	6	7	8	14	15	17	20	21	23	27	32	40	55	56	63
176	1	6	14	15	23	27	33	37	40	44	50	52	59	86	115	144
177	3	4	7	8	15	16	17	18	20	21	23	26	30	44	57	74
178	1	3	4	4	7	7	8	10	11	13	15	18	22	37	59	100
179	4	4	5	5	6	7	7	7	8	10	11	12	13	20	29	45
180	3	3	5	6	11	13	14	16	18	20	25	30	45	73	100	96
181	2	4	5	6	13	14	15	17	18	20	22	25	32	65	100	112
183	0	2	4	4	8	9	9	9	9	10	11	12	14	18	28	50
184	0	0	0	1	0	1	1	1	1	1	2	2	8	15	34	53
185	4	4	4	5	11	12	14	16	18	20	25	28	42	72	92	110
186	1	2	3	5	9	9	9	10	10	11	13	13	15	19	140	141
187	11	13	14	14	16	16	18	19	21	23	25	26	32	46	58	82
188	2	3	3	4	6	7	9	9	10	11	13	16	17	38	53	66
189	3	3	3	3	13	14	18	21	25	30	40	43	56	94	109	130
190	4	4	5	6	9	11	11	13	15	18	21	24	28	47	62	86
191	2	2	2	3	6	7	7	8	11	15	20	22	31	52	68	91
192	1	1	2	3	3	3	3	3	3	3	5	4	5	7	6	5
193	2	3	4	4	9	10	11	12	13	15	22	18	21	34	48	88
194	1	3	2	3	7	7	8	8	9	10	12	14	16	26	38	58
195	2	2	4	6	11	12	13	14	15	16	20	22	27	37	50	68
196	1	0	1	1	0	1	3	6	4	5	6	10	15	23	31	47
197	5	6	9	12	22	22	23	24	25	27	29	34	41	62	78	103
198	0	0	0	1	2	2	3	4	5	6	6	8	8	13	21	30
199	2	3	6	9	17	18	20	22	26	30	32	36	41	71	105	129
200	4	6	8	9	15	17	20	24	28	32	40	47	50	71	94	130
201	4	5	6	6	10	10	10	11	12	14	22	20	29	56	75	90
202	5	5	7	10	16	17	19	19	20	21	25	25	28	39	64	94
203	3	4	6	7	12	12	12	14	15	16	19	18	22	36	51	64
204	2	2	3	4	12	11	13	15	16	17	21	27	33	65	100	117
206	0	1	1	2	8	11	11	12	13	15	19	22	28	45	61	95
207	6	6	8	10	19	21	22	25	27	31	36	45	54	72	75	79
208	7	9	11	12	22	25	27	30	35	42	51	57	67	75	73	72
210	4	4	6	5	17	20	23	27	29	31	33	34	37	50	63	70
211	2	3	4	6	10	11	13	15	18	20	22	24	30	43	57	88
212	2	4	7	9	22	27	31	37	44	52	65	75	90	105	103	110
213	1	2	1	1	0	4	5	6	5	7	9	9	12	16	22	31
215	5	7	12	14	33	38	45	51	58	66	77	87	97	106	108	112
216	0	1	3	2	9	10	10	10	10	11	13	16	19	31	46	81
217	1	2	3	5	12	15	19	22	25	28	33	40	49	59	67	79
218	1	1	1	2	6	6	7	8	9	11	14	20	24	52	110	152
219	11	13	26	29	31	31	21	32	36	39	42	47	58	72	70	69
220	2	2	7	12	40	45	45	46	47	49	50	49	49	48	45	76
221	1	1	1	2	5	5	6	7	9	9	11	12	14	22	40	52
222	6	7	8	8	14	15	17	19	22	25	35	45	61	105	125	130
223	1	2	7	11	25	27	28	30	30	34	36	40	45	63	66	76
224	2	2	3	3	5	5	6	6	6	8	9	10	15	32	37	36
225	2	3	6	6	10	10	12	13	15	15	16	17	19	26	37	73
227	2	2	3	3	9	10	10	12	14	16	17	19	23	44	89	122
228	1	2	3	5	22	24	24	25	26	27	31	34	39	44	58	123
229	2	2	7	12	40	45	45	46	47	49	50	49	49	48	45	76
230	1	2	2	3	7	8	10	11	13	15	17	19	24	37	47	80
231	1	2	2	3	9	10	10	10	10	11	13	15	28	26	39	62
232	3	5	6	7	12	13	14	15	17	19	22	28	35	49	58	72
233	3	7	11	13	23	26	30	35	41	47	54	62	73	103	107	108
234	3	3	4	5	12	13	14	16	29	22	28	30	36	62	91	120
235	5	11	17	19	28	30	32	28	36	39	47	51	58	89	112	120
236	1	3	4	5	14	13	13	14	14	15	16	16	17	25	30	53
237	4	6	7	10	24	26	28	30	31	32	33	36	42	98	135	117
238	1	2	4	7	19	19	21	22	25	28	33	42	55	83	89	102
239	0	1	2	4	14	16	17	20	22	26	31	37	47	77	91	91
240	1	2	4	5	16	18	23	26	28	30	36	39	45	60	72	72
241	2	4	10	14	25	25	25	27	29	31	35	39	44	52	52	53
242	2	2	2	4	11	12	14	17	20	22	26	30	37	65	91	120
243	2	3	6	5	12	13	14	14	15	17	21	23	28	52	83	121
244	1	1	1	1	6	7	9	10	11	14	20	25	32	58	84	123
245	4	5	6	7	12	14	16	18	19	21	24	28	36	46	53	68
246	3	4	5	5	10	11	12	12	15	17	20	22	27	43	63	89
247	1	1	1	2	6	7	8	9	11	13	15	17	22	47	57	91
248	5	8	8	8	10	12	14	16	19	23	31	41	52	81	107	118
249	2	3	5	6	12	14	15	16	17	19	21	24	29	37	55	97
250	0	1	3	2	7	8	10	10	11	11	12	15	17	23	41	59
251	3	4	6	7	16	20	24	28	31	34	40	48	54	80	109	138
252	4	6	9	11	22	25	26	28	32	36	43	50	62	87	103	113
253	7	8	9	10	15	16	17	18	18	17	21	21	24	37	60	99
254	0	1	4	6	29	30	33	34	38	40	43	47	54	70	75	73
255	0	0	2	7	9	11	12	13	14	15	17	20	24	37	57	87
256	4	4	6	7	12	12	14	15	15	15	15	16	20	40	72	118
257	2	2	4	5	11	12	15	18	21	24	29	30	40	70	106	94
258	1	6	9	10	14	15	15	15	16	18	19	22	25	37	51	64
259	2	3	4	3	6	5	6	6	6	6	6	8	9	16	10	48
261	0	2	2	2	6	6	7	8	9	9	10	12	17	32	52	95
263	2	4	6	7	8	14	15	16	17	18	19	21	24	33	37	44
264	1	1	2	3	6	7	8	10	11	12	13	17	20	55	86	117
265	1	2	2	2	6	6	6	6	6	7	9	11	13	24	39	49
266	4	4	6	5	8	9	10	12	12	13	14	15	20	32	57	77
267	4	5	6	7	10	10	10	11	11	12	13	12	13	30	58	97
268	2	3	2	3	9	10	13	12	14	15	18	22	27	60	101	118
269	0	2	2	3	11	12	12	12	12	15	16	18	20	29	36	57
270	0	1	2	2	15	17	17	18	18	21	23	26	32	48	68	114
271	1	1	2	2	7	8	11	14	17	19	23	26	39	63	97	120
272	1	2	3	4	8	10	12	14	15	17	21	26	35	57	78	99
273	1	1	1	3	22	26	30	31	34	39	46	52	65	91	90	61
274	2	3	4	6	25	26	28	32	36	41	48	54	68	75	79	93
275	5	5	8	10	19	20	21	23	26	28	36	45	63	78	78	92
276	2	2	4	4	4	4	5	5	5	5	6	7	7	15	14	72
280	2	2	4	5	11	14	17	19	21	24	28	33	44	66	82	113
281	0	2	3	4	7	9	10	10	11	12	14	17	23	38	49	72
282	0	0	0	1	4	5	5	6	6	7	7	9	11	18	26	38
283	3	5	7	7	12	13	15	16	19	20	24	29	36	66	95	125
284	1	3	4	5	11	12	15	18	20	23	27	32	41	76	94	114
285	2	2	2	2	4	4	4	4	5	7	8	11	14	33	64	87
286	1	2	2	3	7	8	10	11	13	14	17	18	22	35	43	60
288	4	4	5	6	9	10	11	11	11	12	14	15	19	25	33	45
